gspp_id,gspp_title,gspp_level,coverage,confidence,gs_ids,gs_titles,gs_levels,rationale,gap_notes,model,timestamp
DEV.2.6,Widerstandsfähigkeit gegen gängige Angriffsmuster,normal-SdT,vollständig,0.6473,CON.10.A15; CON.10.A6; CON.10.A1; CON.8.A22; CON.10.A7,CON.10.A15: Verhinderung von Cross-Site-Request-Forgery; CON.10.A6: Schutz vor unerlaubter automatisierter Nutzung von Webanwendungen; CON.10.A1: Authentisierung bei Webanwendungen; CON.8.A22: Sicherer Software-Entwurf; CON.10.A7: Schutz vertraulicher Daten,Standard; Basis; Basis; Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.2.6.1,Eingabevalidierung,normal-SdT,vollständig,0.6417,CON.10.A8; CON.10.A12; CON.8.A19,CON.10.A8: Umfassende Eingabevalidierung und Ausgabekodierung; CON.10.A12: Verifikation essenzieller Änderungen; CON.8.A19: Regelmäßige Integritätsprüfung der Entwicklungsumgebung,Basis; Standard; Erhöht,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.2.6.2,Ausgabekodierung,normal-SdT,vollständig,0.6854,CON.10.A8,CON.10.A8: Umfassende Eingabevalidierung und Ausgabekodierung,Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.3.1,Replay-Angriffe,normal-SdT,vollständig,0.6144,APP.2.1.A20; CON.10.A15,APP.2.1.A20: Absicherung der Replikation; CON.10.A15: Verhinderung von Cross-Site-Request-Forgery,Erhöht; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.3.2,Routinen zur Fehlerbehandlung,normal-SdT,vollständig,0.6698,CON.10.A13,CON.10.A13: Fehlerbehandlung,Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.3.3,Deaktivierung der Ausgabe schützenswerter Daten durch Fehlermeldungen,normal-SdT,vollständig,0.6289,APP.1.4.A8; CON.10.A7; CON.10.A10; APP.4.6.A15; CON.10.A8,APP.1.4.A8: Verhinderung von Datenabfluss; CON.10.A7: Schutz vertraulicher Daten; CON.10.A10: Restriktive Herausgabe sicherheitsrelevanter Informationen; APP.4.6.A15: Vermeidung von Datenlecks; CON.10.A8: Umfassende Eingabevalidierung und Ausgabekodierung,Basis; Basis; Basis; Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.3.4,Passwort-Hashing,normal-SdT,vollständig,0.6402,APP.4.2.A13; APP.3.1.A14; CON.10.A12; CON.10.A1; CON.10.A7,APP.4.2.A13: SAP-Passwortsicherheit; APP.3.1.A14: Schutz vertraulicher Daten; CON.10.A12: Verifikation essenzieller Änderungen; CON.10.A1: Authentisierung bei Webanwendungen; CON.10.A7: Schutz vertraulicher Daten,Standard; Basis; Standard; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.4.1,Nutzerinformation bei kritischen Ereignissen,normal-SdT,vollständig,0.6473,CON.10.A12; CON.10.A1,CON.10.A12: Verifikation essenzieller Änderungen; CON.10.A1: Authentisierung bei Webanwendungen,Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.4.2,Bibliotheksquellen,normal-SdT,vollständig,0.6282,CON.8.A6; APP.6.A3,CON.8.A6: Verwendung von externen Bibliotheken aus vertrauenswürdigen Quellen; APP.6.A3: Sichere Beschaffung von Software,Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.4.3,Softwarebestandteile (SBOM),normal-SdT,vollständig,0.6489,APP.6.A9; APP.7.A7; APP.7.A6; APP.1.1.A10; APP.7.A3,APP.6.A9: Inventarisierung von Software; APP.7.A7: Sichere Beschaffung von Individualsoftware; APP.7.A6: Dokumentation der Anforderungen an die Individualsoftware; APP.1.1.A10: Regelung der Software-Entwicklung durch Endbenutzende; APP.7.A3: Festlegung der Sicherheitsfunktionen zur Systemintegration,Standard; Standard; Standard; Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.4.4,Integrität externer Softwarebibliotheken,normal-SdT,vollständig,0.6483,CON.8.A19; CON.8.A20; CON.8.A6; APP.6.A3; APP.1.1.A16,CON.8.A19: Regelmäßige Integritätsprüfung der Entwicklungsumgebung; CON.8.A20: Überprüfung von externen Komponenten; CON.8.A6: Verwendung von externen Bibliotheken aus vertrauenswürdigen Quellen; APP.6.A3: Sichere Beschaffung von Software; APP.1.1.A16: Integritätsprüfung von Dokumenten,Erhöht; Basis; Basis; Basis; Erhöht,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.4.5,Updates externer Softwarebibliotheken,normal-SdT,vollständig,0.6503,CON.8.A8; CON.8.A20; CON.8.A6; APP.6.A3; CON.8.A19,"CON.8.A8: Bereitstellung von Patches, Updates und Änderungen; CON.8.A20: Überprüfung von externen Komponenten; CON.8.A6: Verwendung von externen Bibliotheken aus vertrauenswürdigen Quellen; APP.6.A3: Sichere Beschaffung von Software; CON.8.A19: Regelmäßige Integritätsprüfung der Entwicklungsumgebung",Basis; Basis; Basis; Basis; Erhöht,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.4.8,Default-Zugangsdaten,normal-SdT,vollständig,0.6373,CON.10.A12; CON.10.A1; CON.10.A7; APP.7.A9; APP.3.1.A1,CON.10.A12: Verifikation essenzieller Änderungen; CON.10.A1: Authentisierung bei Webanwendungen; CON.10.A7: Schutz vertraulicher Daten; APP.7.A9: Treuhänderische Hinterlegung; APP.3.1.A1: Authentisierung,Standard; Basis; Basis; Erhöht; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.4.9,"Voreinstellungen nach dem Prinzip ""Security by Default""",normal-SdT,vollständig,0.6253,CON.10.A12; CON.10.A1; APP.3.1.A12; CON.10.A6; APP.3.1.A1,CON.10.A12: Verifikation essenzieller Änderungen; CON.10.A1: Authentisierung bei Webanwendungen; APP.3.1.A12: Sichere Konfiguration; CON.10.A6: Schutz vor unerlaubter automatisierter Nutzung von Webanwendungen; APP.3.1.A1: Authentisierung,Standard; Basis; Standard; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.4.10,Protokollierung von Codeänderungen,normal-SdT,vollständig,0.654,CON.8.A10; APP.1.1.A10,CON.8.A10: Versionsverwaltung des Quellcodes; APP.1.1.A10: Regelung der Software-Entwicklung durch Endbenutzende,Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.4.11,Test bei Änderungen am Quellcode,normal-SdT,vollständig,0.6698,CON.8.A7; APP.3.1.A22; CON.8.A19; CON.10.A12; APP.4.3.A19,CON.8.A7: Durchführung von entwicklungsbegleitenden Software-Tests; APP.3.1.A22: Penetrationstest und Revision; CON.8.A19: Regelmäßige Integritätsprüfung der Entwicklungsumgebung; CON.10.A12: Verifikation essenzieller Änderungen; APP.4.3.A19: Schutz vor schädlichen Datenbank-Skripten,Basis; Standard; Erhöht; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.5.1,Verankerung des Zeitraums für Updates,normal-SdT,vollständig,0.6617,CON.8.A8; APP.6.A3,"CON.8.A8: Bereitstellung von Patches, Updates und Änderungen; APP.6.A3: Sichere Beschaffung von Software",Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.5.2,Information über Zeitraum für Updates,normal-SdT,vollständig,0.6252,CON.8.A8; APP.7.A10; APP.6.A3; APP.7.A7,"CON.8.A8: Bereitstellung von Patches, Updates und Änderungen; APP.7.A10: Beauftragung zertifizierter Software-Entwicklungsunternehmen; APP.6.A3: Sichere Beschaffung von Software; APP.7.A7: Sichere Beschaffung von Individualsoftware",Basis; Erhöht; Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.5.3,Integritätsprüfung,normal-SdT,vollständig,0.6633,CON.8.A19; CON.10.A12; APP.1.1.A16; APP.7.A10; APP.3.2.A14,CON.8.A19: Regelmäßige Integritätsprüfung der Entwicklungsumgebung; CON.10.A12: Verifikation essenzieller Änderungen; APP.1.1.A16: Integritätsprüfung von Dokumenten; APP.7.A10: Beauftragung zertifizierter Software-Entwicklungsunternehmen; APP.3.2.A14: Integritätsprüfungen und Schutz vor Schadsoftware,Erhöht; Standard; Erhöht; Erhöht; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.6.1,Freigabe nach Änderungen und Tests,normal-SdT,vollständig,0.6098,CON.8.A7,CON.8.A7: Durchführung von entwicklungsbegleitenden Software-Tests,Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DEV.7.2,Zertifikatsmonitoring,normal-SdT,vollständig,0.6075,APP.1.2.A3; CON.10.A12,APP.1.2.A3: Verwendung von vertrauenswürdigen Zertifikaten; CON.10.A12: Verifikation essenzieller Änderungen,Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DLS.1.1.1,Dokumentation,normal-SdT,vollständig,0.6364,OPS.1.1.2.A11; OPS.1.1.2.A5; OPS.1.1.1.A13; OPS.1.1.5.A1; OPS.1.1.1.A12,OPS.1.1.2.A11: Dokumentation von IT-Administrationstätigkeiten; OPS.1.1.2.A5: Nachweisbarkeit von administrativen Tätigkeiten; OPS.1.1.1.A13: Absicherung der Betriebsmittel und der Dokumentation; OPS.1.1.5.A1: Erstellung einer Sicherheitsrichtlinie für die Protokollierung; OPS.1.1.1.A12: Spezifikation und Umsetzung klarer Betriebsprozesse,Standard; Basis; Standard; Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DLS.1.1.2,Zuweisung der Aufgaben,normal-SdT,vollständig,0.6478,OPS.1.1.1.A2; OPS.1.1.1.A12; OPS.1.1.2.A7; OPS.1.1.1.A1; OPS.1.1.2.A22,OPS.1.1.1.A2: Festlegung von Rollen und Berechtigungen für den IT-Betrieb; OPS.1.1.1.A12: Spezifikation und Umsetzung klarer Betriebsprozesse; OPS.1.1.2.A7: Regelung der IT-Administrationstätigkeit; OPS.1.1.1.A1: Festlegung der Aufgaben und Zuständigkeiten des IT-Betriebs; OPS.1.1.2.A22: Trennung von administrativen und anderen Tätigkeiten,Basis; Standard; Standard; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DLS.1.1.3,Bekanntgabe,normal-SdT,vollständig,0.6111,OPS.3.2.A18; OPS.1.1.2.A11; OPS.1.1.2.A5; OPS.1.1.1.A12; OPS.1.1.1.A7,OPS.3.2.A18: Regelungen für den Einsatz von Sub-Dienstleistenden; OPS.1.1.2.A11: Dokumentation von IT-Administrationstätigkeiten; OPS.1.1.2.A5: Nachweisbarkeit von administrativen Tätigkeiten; OPS.1.1.1.A12: Spezifikation und Umsetzung klarer Betriebsprozesse; OPS.1.1.1.A7: Sicherstellung eines ordnungsgemäßen IT-Betriebs,Standard; Standard; Basis; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DLS.1.2,Regelmäßige Überprüfung,normal-SdT,vollständig,0.636,OPS.1.1.1.A7; OPS.1.1.1.A8; OPS.1.1.2.A24; OPS.3.2.A12; OPS.1.2.2.A13,"OPS.1.1.1.A7: Sicherstellung eines ordnungsgemäßen IT-Betriebs; OPS.1.1.1.A8: Regelmäßiger Soll-Ist-Vergleich; OPS.1.1.2.A24: Prüfen von IT-Administrationstätigkeiten; OPS.3.2.A12: Durchführung einer risikoorientierten Betrachtung von Prozessen, Anwendungen und IT-Systemen; OPS.1.2.2.A13: Regelmäßige Revision der Archivierungsprozesse",Standard; Standard; Standard; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DLS.2.1,Mehr-Faktor-Authentifizierung,normal-SdT,vollständig,0.6304,OPS.1.2.5.A17; OPS.1.1.7.A6,OPS.1.2.5.A17: Authentisierungsmechanismen bei der Fernwartung; OPS.1.1.7.A6: Absicherung des Zugriffs auf die Systemmanagement-Lösung,Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DLS.2.2,Transportverschlüsselung,normal-SdT,vollständig,0.6406,OPS.3.2.A20; OPS.2.3.A23; OPS.1.2.5.A5; OPS.1.2.5.A8; OPS.2.2.A17,OPS.3.2.A20: Verschlüsselte Datenübertragung und -speicherung; OPS.2.3.A23: Einsatz von Verschlüsselungen; OPS.1.2.5.A5: Einsatz von Online-Diensten; OPS.1.2.5.A8: Sichere Protokolle bei der Fernwartung; OPS.2.2.A17: Einsatz von Verschlüsselung bei Cloud-Nutzung,Erhöht; Erhöht; Standard; Standard; Erhöht,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DLS.3.1,Einhaltung der Sicherheitsvorgaben,normal-SdT,vollständig,0.6076,OPS.2.3.A18; OPS.3.2.A9; OPS.1.1.1.A7; OPS.3.2.A18; OPS.1.1.1.A11,OPS.2.3.A18: Überprüfung der Vereinbarungen mit Anbietenden von Outsourcing; OPS.3.2.A9: Überprüfung der Vereinbarung mit Nutzenden von Outsourcing; OPS.1.1.1.A7: Sicherstellung eines ordnungsgemäßen IT-Betriebs; OPS.3.2.A18: Regelungen für den Einsatz von Sub-Dienstleistenden; OPS.1.1.1.A11: Festlegung und Einhaltung von SLAs,Standard; Standard; Standard; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DLS.3.1.1,Audit oder Zertifikat,normal-SdT,vollständig,0.6297,OPS.2.2.A13; OPS.2.3.A16; OPS.3.2.A19; OPS.2.3.A6; OPS.2.3.A18,OPS.2.2.A13: Nachweis einer ausreichenden Informationssicherheit bei der Cloud-Nutzung; OPS.2.3.A16: Prüfung der Anbietenden von Outsourcing; OPS.3.2.A19: Sicherheitsüberprüfung von Beschäftigten; OPS.2.3.A6: Festlegung von Sicherheitsanforderungen und Erstellung eines Sicherheitskonzeptes für das Outsourcing-Vorhaben; OPS.2.3.A18: Überprüfung der Vereinbarungen mit Anbietenden von Outsourcing,Standard; Standard; Erhöht; Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DLS.3.4,Anhörung,normal-SdT,vollständig,0.6088,OPS.3.2.A18; OPS.3.2.A17; OPS.3.2.A9; OPS.3.2.A8,"OPS.3.2.A18: Regelungen für den Einsatz von Sub-Dienstleistenden; OPS.3.2.A17: Zutritts-, Zugangs- und Zugriffskontrolle; OPS.3.2.A9: Überprüfung der Vereinbarung mit Nutzenden von Outsourcing; OPS.3.2.A8: Erstellung einer Richtlinie für die Outsourcing-Dienstleistungen",Standard; Standard; Standard; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DLS.4.1,Dekomissionierung,normal-SdT,vollständig,0.605,OPS.3.2.A6; OPS.1.1.2.A4; OPS.2.2.A14; OPS.2.3.A7,OPS.3.2.A6: Regelungen für eine geplante und ungeplante Beendigung eines Outsourcing-Verhältnisses; OPS.1.1.2.A4: Beendigung der Tätigkeit in der IT-Administration; OPS.2.2.A14: Geordnete Beendigung eines Cloud-Nutzungs-Verhältnisses; OPS.2.3.A7: Regelungen für eine geplante oder ungeplante Beendigung eines Outsourcing-Verhältnisses,Basis; Basis; Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DLS.4.1.1,Unabhängigkeit,normal-SdT,vollständig,0.654,OPS.2.3.A7; OPS.3.2.A6; OPS.2.3.A5; OPS.3.2.A4; OPS.2.3.A9,OPS.2.3.A7: Regelungen für eine geplante oder ungeplante Beendigung eines Outsourcing-Verhältnisses; OPS.3.2.A6: Regelungen für eine geplante und ungeplante Beendigung eines Outsourcing-Verhältnisses; OPS.2.3.A5: Vereinbarung der Mandantenfähigkeit; OPS.3.2.A4: Erstellung eines Mandantentrennungskonzepts; OPS.2.3.A9: Etablierung einer Richtlinie zur Auslagerung,Basis; Basis; Basis; Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
DLS.4.1.2,Berechtigungen deaktivieren,normal-SdT,vollständig,0.6502,OPS.1.1.2.A4,OPS.1.1.2.A4: Beendigung der Tätigkeit in der IT-Administration,Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.2.1,Festlegung des externen Kontextes der Institution,normal-SdT,vollständig,0.6345,ORP.5.A4; ORP.5.A2; ORP.5.A1; ISMS.1.A2,ORP.5.A4: Konzeption und Organisation des Compliance Managements; ORP.5.A2: Beachtung der Rahmenbedingungen; ORP.5.A1: Identifikation der Rahmenbedingungen; ISMS.1.A2: Festlegung der Sicherheitsziele und -strategie,Standard; Basis; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.3.2,Analyse der internen interessierten Parteien,normal-SdT,vollständig,0.627,ORP.5.A4,ORP.5.A4: Konzeption und Organisation des Compliance Managements,Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.5.1,Vorgehen bei der Infomationssicherheitseinstufung,normal-SdT,vollständig,0.6468,ISMS.1.A7; ISMS.1.A11; ISMS.1.A9; IND.1.A1; ISMS.1.A2,ISMS.1.A7: Festlegung von Sicherheitsmaßnahmen; ISMS.1.A11: Aufrechterhaltung der Informationssicherheit; ISMS.1.A9: Integration der Informationssicherheit in organisationsweite Abläufe und Prozesse; IND.1.A1: Einbindung in die Sicherheitsorganisation; ISMS.1.A2: Festlegung der Sicherheitsziele und -strategie,Basis; Standard; Basis; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.5.1.1,Festlegung der Geschäftsprozesse,normal-SdT,vollständig,0.6321,ORP.5.A4; ORP.5.A2; ORP.5.A8,ORP.5.A4: Konzeption und Organisation des Compliance Managements; ORP.5.A2: Beachtung der Rahmenbedingungen; ORP.5.A8: Regelmäßige Überprüfungen des Compliance Managements,Standard; Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.5.1.2,Festlegung des Schutzbedarfs,normal-SdT,vollständig,0.625,CON.9.A2; ORP.5.A4; ORP.5.A2; CON.11.1.A16; CON.11.1.A1,"CON.9.A2: Regelung des Informationsaustausches; ORP.5.A4: Konzeption und Organisation des Compliance Managements; ORP.5.A2: Beachtung der Rahmenbedingungen; CON.11.1.A16: Zusammenschaltung von VS-IT nach § 58 VSA; CON.11.1.A1: Einhaltung der Grundsätze zur VS-Verarbeitung mit IT nach § 3, 4 und 6 und Nr. 1 Anlage V zur VSA",Basis; Standard; Basis; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.5.1.3,Geschäftsprozesse mit hohem Schutzbedarf,normal-SdT,vollständig,0.6024,ORP.5.A2,ORP.5.A2: Beachtung der Rahmenbedingungen,Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.6.1.1,Festlegung einer Sicherheitsstrategie,normal-SdT,vollständig,0.6482,ISMS.1.A2; ORP.5.A4; ISMS.1.A3; ISMS.1.A11; ISMS.1.A1,ISMS.1.A2: Festlegung der Sicherheitsziele und -strategie; ORP.5.A4: Konzeption und Organisation des Compliance Managements; ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit; ISMS.1.A11: Aufrechterhaltung der Informationssicherheit; ISMS.1.A1: Übernahme der Gesamtverantwortung für Informationssicherheit durch die Leitung,Basis; Standard; Basis; Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.6.1.4,Freigabe der Sicherheitsleitlinie,normal-SdT,vollständig,0.6285,ISMS.1.A3; ISMS.1.A1; ORP.5.A4; ISMS.1.A2; ORP.5.A2,ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit; ISMS.1.A1: Übernahme der Gesamtverantwortung für Informationssicherheit durch die Leitung; ORP.5.A4: Konzeption und Organisation des Compliance Managements; ISMS.1.A2: Festlegung der Sicherheitsziele und -strategie; ORP.5.A2: Beachtung der Rahmenbedingungen,Basis; Basis; Standard; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.7.1,Verfahren und Regelungen,normal-SdT,vollständig,0.6538,ORP.5.A4; ORP.5.A2; ORP.5.A8; ORP.5.A1,ORP.5.A4: Konzeption und Organisation des Compliance Managements; ORP.5.A2: Beachtung der Rahmenbedingungen; ORP.5.A8: Regelmäßige Überprüfungen des Compliance Managements; ORP.5.A1: Identifikation der Rahmenbedingungen,Standard; Basis; Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,vollständig,0.6205,ORP.5.A4,ORP.5.A4: Konzeption und Organisation des Compliance Managements,Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.7.1.2,Anhörung zuständiger Stellen,normal-SdT,vollständig,0.633,ORP.5.A4; ORP.5.A2,ORP.5.A4: Konzeption und Organisation des Compliance Managements; ORP.5.A2: Beachtung der Rahmenbedingungen,Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.7.1.3,Vertragliche Verpflichtungen,normal-SdT,vollständig,0.6117,ORP.5.A4,ORP.5.A4: Konzeption und Organisation des Compliance Managements,Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.7.1.4,Prävention von Verstößen,normal-SdT,vollständig,0.6179,ORP.5.A4; ORP.5.A8; ORP.5.A2,ORP.5.A4: Konzeption und Organisation des Compliance Managements; ORP.5.A8: Regelmäßige Überprüfungen des Compliance Managements; ORP.5.A2: Beachtung der Rahmenbedingungen,Standard; Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.8.1,Verfahren zur Ressourcenplanung,normal-SdT,vollständig,0.6155,ISMS.1.A15; ISMS.1.A7; ORP.5.A2,ISMS.1.A15: Wirtschaftlicher Einsatz von Ressourcen für Informationssicherheit; ISMS.1.A7: Festlegung von Sicherheitsmaßnahmen; ORP.5.A2: Beachtung der Rahmenbedingungen,Standard; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.9.1.1,Externer Austausch zur Informationssicherheit,normal-SdT,vollständig,0.6183,CON.9.A4,CON.9.A4: Vereinbarungen zum Informationsaustausch mit Externen,Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.9.1.2,Kommunikation im Projektmanagement,normal-SdT,vollständig,0.6358,ISMS.1.A9; ISMS.1.A4; ISMS.1.A7; ISMS.1.A8; IND.1.A11,ISMS.1.A9: Integration der Informationssicherheit in organisationsweite Abläufe und Prozesse; ISMS.1.A4: Benennung eines oder einer Informationssicherheitsbeauftragten; ISMS.1.A7: Festlegung von Sicherheitsmaßnahmen; ISMS.1.A8: Integration der Mitarbeitenden in den Sicherheitsprozess; IND.1.A11: Sichere Beschaffung und Systementwicklung,Basis; Basis; Basis; Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.9.1.3,Dokumentenlenkung,normal-SdT,vollständig,0.6365,ISMS.1.A13; ISMS.1.A11; ISMS.1.A7; ISMS.1.A2,ISMS.1.A13: Dokumentation des Sicherheitsprozesses; ISMS.1.A11: Aufrechterhaltung der Informationssicherheit; ISMS.1.A7: Festlegung von Sicherheitsmaßnahmen; ISMS.1.A2: Festlegung der Sicherheitsziele und -strategie,Standard; Standard; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.10.2,Freigabe von Vorgehensweisen,normal-SdT,vollständig,0.6843,ISMS.1.A1; ISMS.1.A12; ISMS.1.A2; ISMS.1.A7; ISMS.1.A9,ISMS.1.A1: Übernahme der Gesamtverantwortung für Informationssicherheit durch die Leitung; ISMS.1.A12: Management-Berichte zur Informationssicherheit; ISMS.1.A2: Festlegung der Sicherheitsziele und -strategie; ISMS.1.A7: Festlegung von Sicherheitsmaßnahmen; ISMS.1.A9: Integration der Informationssicherheit in organisationsweite Abläufe und Prozesse,Basis; Standard; Basis; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GC.11.1,Methodik für das Risikomanagement,normal-SdT,vollständig,0.6128,ORP.5.A4,ORP.5.A4: Konzeption und Organisation des Compliance Managements,Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GEB.1.1,Verfahren und Regelungen,normal-SdT,vollständig,0.6245,INF.1.A1; INF.13.A2; INF.1.A7; INF.2.A7; INF.9.A2,INF.1.A1: Planung der Gebäudeabsicherung; INF.13.A2: Regelung und Dokumentation von Verantwortlichkeiten und Zuständigkeiten im Gebäude; INF.1.A7: Zutrittsregelung und -kontrolle; INF.2.A7: Verschließen und Sichern; INF.9.A2: Regelungen für mobile Arbeitsplätze,Basis; Basis; Basis; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GEB.1.1.1,Dokumentation,normal-SdT,vollständig,0.662,INF.13.A2; INF.13.A3; INF.12.A10; INF.14.A5; INF.1.A36,INF.13.A2: Regelung und Dokumentation von Verantwortlichkeiten und Zuständigkeiten im Gebäude; INF.13.A3: Dokumentation von Gebäudeeinrichtungen; INF.12.A10: Dokumentation und Kennzeichnung der Verkabelung; INF.14.A5: Dokumentation der GA; INF.1.A36: Regelmäßige Aktualisierungen der Dokumentation,Basis; Basis; Standard; Basis; Standard,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GEB.1.1.2,Zuweisung der Aufgaben,normal-SdT,vollständig,0.6306,INF.13.A2; INF.13.A9; INF.2.A6; INF.14.A2; INF.1.A7,INF.13.A2: Regelung und Dokumentation von Verantwortlichkeiten und Zuständigkeiten im Gebäude; INF.13.A9: Regelung des Einsatzes von Computer-Aided Facility Management; INF.2.A6: Zutrittskontrolle; INF.14.A2: Festlegung eines Inbetriebnahme- und Schnittstellenmanagements für die GA; INF.1.A7: Zutrittsregelung und -kontrolle,Basis; Standard; Basis; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GEB.1.1.3,Bekanntgabe,normal-SdT,vollständig,0.6289,INF.13.A2; INF.9.A2; INF.13.A21; INF.1.A7; INF.14.A2,INF.13.A2: Regelung und Dokumentation von Verantwortlichkeiten und Zuständigkeiten im Gebäude; INF.9.A2: Regelungen für mobile Arbeitsplätze; INF.13.A21: Protokollierung im TGM; INF.1.A7: Zutrittsregelung und -kontrolle; INF.14.A2: Festlegung eines Inbetriebnahme- und Schnittstellenmanagements für die GA,Basis; Basis; Standard; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GEB.1.2,Regelmäßige Überprüfung,normal-SdT,vollständig,0.6105,INF.12.A12; INF.13.A2; INF.13.A22; INF.1.A7,INF.12.A12: Kontrolle elektrotechnischer Anlagen und bestehender Verbindungen; INF.13.A2: Regelung und Dokumentation von Verantwortlichkeiten und Zuständigkeiten im Gebäude; INF.13.A22: Durchführung von Systemtests im TGM; INF.1.A7: Zutrittsregelung und -kontrolle,Standard; Basis; Standard; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
GEB.1.3,Autorisierung von Standorten,normal-SdT,vollständig,0.6096,INF.13.A2; INF.2.A29; INF.2.A6; INF.9.A2,INF.13.A2: Regelung und Dokumentation von Verantwortlichkeiten und Zuständigkeiten im Gebäude; INF.2.A29: Vermeidung und Überwachung nicht erforderlicher Leitungen; INF.2.A6: Zutrittskontrolle; INF.9.A2: Regelungen für mobile Arbeitsplätze,Basis; Basis; Basis; Basis,N/A,N/A,text-embedding-3-small,2026-04-22T08:25:15
